resolution,geofence_x_min,geofence_y_min,geofence_x_max,geofence_y_max,duration_binary,covered,precision
1,0,1,0,1,0.0,True,1.0
1,1,1,1,1,0.0,True,1.0
1,1,0,1,0,0.001,True,1.0
1,1,1,1,1,0.0,True,1.0
1,0,1,0,1,0.0,True,1.0
1,1,1,1,1,0.0,True,1.0
1,1,0,1,1,0.0,True,0.66667
1,0,0,1,0,0.001,True,1.0
1,1,0,1,0,0.0,True,1.0
1,1,1,1,1,0.0,True,1.0
1,1,1,1,1,0.0,True,1.0
1,0,0,0,1,0.0,True,0.66667
1,1,1,1,1,0.0,True,1.0
1,1,1,1,1,0.0,True,1.0
1,0,1,1,1,0.001,True,1.0
1,0,0,1,0,0.001,True,1.0
1,0,1,0,1,0.0,True,1.0
1,0,0,0,0,0.0,True,1.0
1,0,1,1,1,0.0,True,1.0
1,1,0,1,1,0.0,True,0.66667
1,1,0,1,1,0.001,True,0.66667
1,0,0,1,1,0.001,True,1.0
1,1,0,1,1,0.001,True,0.66667
1,1,0,1,1,0.0,True,0.66667
1,1,1,1,1,0.0,True,1.0
1,1,1,1,1,0.0,True,1.0
1,0,1,1,1,0.001,True,1.0
1,1,0,1,1,0.0,True,0.66667
1,0,1,0,1,0.0,True,1.0
1,0,0,1,0,0.0,True,1.0
1,0,0,1,1,0.0,True,1.0
1,0,0,0,0,0.0,True,1.0
1,1,1,1,1,0.00096,True,1.0
1,1,0,1,0,0.001,True,1.0
1,1,1,1,1,0.0,True,1.0
1,1,1,1,1,0.0,True,1.0
1,1,1,1,1,0.0,True,1.0
1,0,0,1,0,0.0,True,1.0
1,1,1,1,1,0.0,True,1.0
1,1,1,1,1,0.0,True,1.0
1,0,1,1,1,0.0,True,1.0
1,0,1,0,1,0.0,True,1.0
1,0,0,1,1,0.001,True,1.0
1,0,0,0,1,0.001,True,0.66667
1,0,1,0,1,0.001,True,1.0
1,0,0,0,0,0.0,True,1.0
1,0,1,1,1,0.0,True,1.0
1,1,0,1,0,0.0,True,1.0
1,1,0,1,1,0.001,True,0.66667
1,0,1,0,1,0.00103,True,1.0
1,0,0,1,1,0.0,True,1.0
1,0,1,0,1,0.0,True,1.0
1,1,1,1,1,0.0,True,1.0
1,0,1,0,1,0.0,True,1.0
1,0,1,0,1,0.0,True,1.0
1,1,0,1,0,0.0,True,1.0
1,1,0,1,0,0.001,True,1.0
1,1,0,1,0,0.0,True,1.0
1,1,0,1,0,0.001,True,1.0
1,0,0,1,0,0.0,True,1.0
1,1,0,1,1,0.0,True,0.66667
